1、 3'8/35
6330、 7'11/15
6331、 3/16
6332、 2'22/27
6333、 2'11/15
6334、 20/47
6335、 5'4/5
6336、 1'1/14
6337、 20'1/4
6338、 1/10
6339、 6'14/15
6340、 8'2/15
6341、 1'7/10
6342、 4'2/3
6343、 169/210
6344、 45'1/2
6345、 18/35
6346、 25/72
6347、 6'27/28
6348、 3/7
6349、 3'3/7
6350、 4'1/2
6351、 7/36
6352、 11'1/4
6353、 2'13/28
6354、 2'17/35
6355、 6'13/20
6356、 1'1/7
6357、 9/28
6358、 4/49
6359、 6'3/40
6360、 2'1/2
6361、 1'19/45
6362、 14
6363、 11'1/5
6364、 4'9/10
6365、 1'179/360
6366、 8/9
6367、 5/36
6368、 108/125
6369、 3'13/36
6370、 7/8
6371、 3'7/9
6372、 8/9
6373、 4'4/5
6374、 2
6375、 4/21
6376、 2'5/7
6377、 2'1/2
6378、 2
6379、 9'6/7
6380、 3'3/7
6381、 1
6382、 9/28
6383、 1'4/15
6384、 11/63
6385、 31/189
6386、 9/10
6387、 7'1/9
6388、 2'7/9
6389、 1'25/81
6390、 4/45
6391、 15/16
6392、 1'11/16
6393、 3'19/20
6394、 11'4/15
6395、 3'17/21
6396、 5/36
6397、 0
6398、 8/35
6399、 31'31/45
6400、 14'2/3
6401、 8'2/7
6402、 3'5/18
6403、 11'2/3
6404、 4'1/18
6405、 1
6406、 1'101/150
6407、 3'8/21
6408、 1'23/40
6409、 4'3/8
6410、 1/4
6411、 7'1/6
6412、 2'1/2
6413、 3'3/14
6414、 2'2/21
6415、 7/12
6416、 7'53/72
6417、 4'22/35
6418、 7/12
6419、 2/45
6420、 2'1/3
6421、 9/20
6422、 5'1/7
6423、 9
6424、 1'11/54
6425、 3'1/3
6426、 6/25
6427、 2'14/15
6428、 2/5
6429、 2
6430、 7
6431、 9'1/3
6432、 2/3
6433、 6'9/10
6434、 2'1/2
6435、 1'19/72
6436、 3'3/7
6437、 1'1/3
6438、 3'14/15
6439、 1'37/45
6440、 3/4
6441、 2/35
6442、 1/14
6443、 3'43/135
6444、 2'7/9
6445、 1/9
6446、 1'7/18
6447、 20/21
6448、 1'7/20
6449、 10'17/45
6450、 4'1/6
6451、 2'7/8
6452、 1/15
6453、 2'11/36
6454、 5/72
6455、 2'47/63
6456、 2'1/3
6457、 1'4/9
6458、 7'4/9
6459、 20'1/2
6460、 8'1/7
6461、 2'11/36
6462、 3
6463、 4/9
6464、 1'7/36
6465、 1'1/5
6466、 10/21
6467、 6'6/7
6468、 7/18
6469、 9
6470、 1'1/140
6471、 6'5/7
6472、 2
6473、 1'53/168
6474、 3
6475、 18/29
6476、 1'6/7
6477、 11'1/4
6478、 3
6479、 31'1/2
6480、 189
6481、 3/7
6482、 2/3
6483、 4/7
6484、 2'71/90
6485、 19'1/3
6486、 1'18/35
6487、 2/15
6488、 19/54
6489、 2'10/21
6490、 8/9
6491、 1/18
6492、 3'2/9
6493、 1'16/45
6494、 17/80
6495、 2'2/3
6496、 1/3
6497、 3'3/14
6498、 1'7/8
6499、 3/7
6500、 6'1/6
6501、 3'1/3
6502、 2'7/12
6503、 9'2/5
6504、 2'17/42
6505、 1'3/4
6506、 1'5/22
6507、 5
6508、 2'12/49
6509、 2'1/12
6510、 12'3/5
6511、 5'8/9
6512、 1'1/12
6513、 8'11/18
6514、 2'1/3
6515、 5/7
6516、 1/4
6517、 4'19/32
6518、 21/64
6519、 19/20
6520、 10'97/168
6521、 43/56
6522、 2'3/20
6523、 9
6524、 4'3/8
6525、 5/8
6526、 4'2/63
6527、 40'1/2
6528、 5/6
6529、 19/30
6530、 1'5/14
6531、 5/6
6532、 17/28
6533、 8'1/2
6534、 2'2/9
6535、 8/15
6536、 2'2/27
6537、 5'2/3
6538、 2'2/9
6539、 9/10
6540、 1'19/84
6541、 5/6
6542、 2'2/5
6543、 5'7/45
6544、 1'3/14
6545、 7/24
6546、 2'6/25
6547、 1/72
6548、 1'23/112
6549、 3'1/4
6550、 4/7
6551、 10'1/6
6552、 21/52
6553、 1'1/5
6554、 1'8/9
6555、 1'11/36
6556、 1'2/9
6557、 18/25
6558、 17/56
6559、 3/5
6560、 15/224
6561、 25'1/5
6562、 9
6563、 7/24
6564、 6'7/8
6565、 3'2/5
6566、 5'1/36
6567、 6'3/10
6568、 1'7/15
6569、 4'23/28
6570、 5'2/7
6571、 1'5/16
6572、 2'4/5
6573、 10/49
6574、 2/7
6575、 22'2/3
6576、 1/8
6577、 3/5
6578、 2'1/9
6579、 4/35
6580、 1'1/2
6581、 1'1/5
6582、 7/16
6583、 3'21/40
6584、 4'3/4
6585、 1'3/35
6586、 7/50
6587、 1'1/30
6588、 49/72
6589、 1/6
6590、 0
6591、 1/3
6592、 1'3/25
6593、 1'1/15
6594、 8'2/9
6595、 1/10
6596、 12
6597、 34/35
6598、 2'3/14
6599、 2'25/28
6600、 2'3/32
6601、 17/24
6602、 1'101/196
6603、 10'1/2
6604、 9/16
6605、 7'2/5
6606、 9/14
6607、 7/24
6608、 27/28
6609、 2/3
6610、 1'8/15
6611、 2
6612、 12
6613、 3'6/7
6614、 7
6615、 1'40/63
6616、 9'5/7
6617、 31/63
6618、 2'43/56
6619、 1'25/126
6620、 2'4/5
6621、 11'7/15
6622、 12'1/2
6623、 7/729
6624、 6
6625、 2'1/10
6626、 1'11/54
6627、 27/49
6628、 8
6629、 3'11/15
6630、 4'4/5
6631、 4/7
6632、 8
6633、 3'5/14
6634、 2'1/4
6635、 13'1/15
6636、 7'67/108
6637、 158/315
6638、 3'7/8
6639、 1'13/24
6640、 3/4
6641、 1'2/15
6642、 8'37/72
6643、 2'109/126
6644、 1/7
6645、 3/16
6646、 3'33/61
6647、 1/4
6648、 1/18
6649、 27/34
6650、 1'19/30
6651、 4'7/24
6652、 1'2/3
6653、 1'7/9
6654、 4'1/2
6655、 1'8/21
6656、 1/24
6657、 11/18
6658、 1'8/35
6659、 1'7/12
6660、 17/35
6661、 1'1/5
6662、 113/432
6663、 9
6664、 1'11/21
6665、 9/28
6666、 1'146/245
6667、 2'9/20
6668、 3'3/4
6669、 1'5/6
6670、 1'8/9
6671、 3'5/9
6672、 16/49
6673、 1'5/7
6674、 10'19/45
6675、 6'2/3
6676、 2/27
6677、 4/27
6678、 5'2/3
6679、 1'25/36
6680、 1'29/30
6681、 3'23/70
6682、 2/3
6683、 35/64
6684、 22'2/3
6685、 8/135
6686、 6'2/9
6687、 2'13/15
6688、 7/36
6689、 1'1/27
6690、 7/36
6691、 23/24
6692、 5/8
6693、 2'1121/1575
6694、 4'2/5
6695、 3'3/4
6696、 8'2/5
6697、 7/15
6698、 2
6699、 1'2/21
6700、 2'1/112
6701、 11
6702、 1/15
6703、 1'15/16
6704、 6'6/7
6705、 1'83/180
6706、 3/10
6707、 10'1/6
6708、 14'2/5
6709、 1'41/72
6710、 51/70
6711、 1'13/40
6712、 12'14/15
6713、 1'13/27
6714、 6'3/4
6715、 11/24
6716、 3'3/35
6717、 5'1/2
6718、 16/27
6719、 3'1/8
6720、 107/108
6721、 55/56
6722、 1'17/21
6723、 4/45
6724、 4'3/7
6725、 5'1/2
6726、 4'3/5
6727、 11/40
6728、 5'19/25
6729、 5'5/6
6730、 21/64
6731、 4'53/96
6732、 2'41/200
6733、 24'1/2
6734、 1'25/36
6735、 3/4
6736、 9/56
6737、 19/72
6738、 35
6739、 3'5/12
6740、 1'1/8
6741、 8/63
6742、 23/96
6743、 1'71/90
6744、 11'3/10
6745、 3'3/5
6746、 4/21
6747、 21/64
6748、 6'3/20
6749、 2/3
6750、 22'1/2
6751、 1'4/63
6752、 1'2/3
6753、 6'2/5
6754、 12'1/8
6755、 3
6756、 7/48
6757、 7
6758、 9/64
6759、 2'38/105
6760、 22'1/2
6761、 2'13/16
6762、 19/36
6763、 1'1/4
6764、 7/9
6765、 2'10/27
6766、 4/5
6767、 6'2/3
6768、 3'4/15
6769、 0
6770、 16/105
6771、 45/112
6772、 7'37/63
6773、 1/6
6774、 3/49
6775、 8'3/4
6776、 3/40
6777、 1'9/70
6778、 2'3/14
6779、 5'5/47
6780、 1/9
6781、 1'7/9
6782、 12
6783、 17/26
6784、 1'22/27
6785、 0
6786、 2'703/900
6787、 3'41/60
6788、 2/7
6789、 9'2/3
6790、 2'4/15
6791、 3/10
6792、 1/9
6793、 1'22/35
6794、 1/7
6795、 6'29/36
6796、 1'481/504
6797、 2'19/24
6798、 6'2/3
6799、 7/8
6800、 8'2/3
6801、 10/63
6802、 1'7/9
6803、 5/18
6804、 3'2/3
6805、 1'1/5
6806、 7'2/3
6807、 1'2/95
6808、 7/45
6809、 2'2/5
6810、 1/36
6811、 4'8/21
6812、 2'149/168
6813、 10'3/5
6814、 5/6
6815、 61/70
6816、 1/4
6817、 2/7
6818、 1'29/36
6819、 1'49/90
6820、 1'5/6
6821、 1'1/14
6822、 7'1/6
6823、 1/2
6824、 0
6825、 5'4/9
6826、 1'29/35
6827、 4'2/3
6828、 22/63
6829、 3'7/8
6830、 3'1/4
6831、 4'2/3
6832、 10'2/3
6833、 2'6/7
6834、 2'23/48
6835、 4'127/128
6836、 16'1/2
6837、 9
6838、 10/27
6839、 9'3/5
6840、 3'3/4
6841、 5'18/35
6842、 2'1/6
6843、 23/24
6844、 9/10
6845、 2'1/3
6846、 1'1/20
6847、 2'6/7
6848、 45/56
6849、 4'2/3
6850、 2'2/3
6851、 1'19/28
6852、 20'27/70
6853、 24/49
6854、 1/3
6855、 6'2/9
6856、 4'1/2
6857、 1/4
6858、 7/12
6859、 2'27/70
6860、 6'3/10
6861、 6'4/7
6862、 1/6
6863、 3'11/14
6864、 1'13/21
6865、 8'1/10
6866、 37/81
6867、 2'395/672
6868、 8
6869、 3'7/8
6870、 11/12
6871、 5/9
6872、 3/5
6873、 10'5/13
6874、 11/12
6875、 21
6876、 65/72
6877、 4'11/18
6878、 3'23/42
6879、 9'1/2
6880、 9
6881、 2'17/18
6882、 15/16
6883、 1/16
6884、 1'1/8
6885、 35/64
6886、 4'1/2
6887、 1'24/25
6888、 81/112
6889、 1/448
6890、 7/18
6891、 14/51
6892、 2'19/45
6893、 1'1/5
6894、 5/32
6895、 31/45
6896、 4'1/5
6897、 2/5
6898、 5/48
6899、 1'4/5
6900、 2'11/24
6901、 3'1/35
6902、 15/56
6903、 3/5
6904、 1'3/7
6905、 7'73/98
6906、 121'1/2
6907、 1
6908、 2'29/54
6909、 5/6
6910、 1'1/8
6911、 9
6912、 125/243
6913、 1'23/168
6914、 1'15/56
6915、 3'3/50
6916、 1'3/7
6917、 7'7/10
6918、 7
6919、 1
6920、 11/12
6921、 2'5/8
6922、 1'17/32
6923、 9'7/18
6924、 21/64
6925、 1'3/5
6926、 12
6927、 2'47/63
6928、 1'5/16
6929、 2'1/30
6930、 2
6931、 2'3/8
6932、 1/4
6933、 5'1/4
6934、 4/27
6935、 1'13/80
6936、 7/8
6937、 1'7/18
6938、 4/21
6939、 9'4/9
6940、 3/8
6941、 5'1/11
6942、 2'5/24
6943、 1'107/192
6944、 5/18
6945、 2
6946、 4'2/7
6947、 25/48
6948、 3/16
6949、 3'5/9
6950、 5'1/4
6951、 1'41/49
6952、 2'19/40
6953、 2/7
6954、 7'2/7
6955、 23/60
6956、 2'1/4
6957、 31/70
6958、 121'1/2
6959、 2'2/3
6960、 1'19/30
6961、 2'2/3
6962、 2'10/21
6963、 5/6
6964、 5'1/7
6965、 8/75
6966、 4'2/9
6967、 5/16
6968、 6/49
6969、 1/4
6970、 3'3/10
6971、 1'83/120
6972、 17
6973、 1'4/7
6974、 2/15
6975、 157/216
6976、 1'1/8
6977、 2'31/60
6978、 35/48
6979、 49/405
6980、 7
6981、 4'1/5
6982、 8
6983、 3
6984、 19'1/5
6985、 3'27/56
6986、 9/35
6987、 6'1/6
6988、 2/17
6989、 1'9/35
6990、 1'5/9
6991、 24/49
6992、 1'7/25
6993、 1'7/24
6994、 8'2/5
6995、 5/18
6996、 6'11/20
6997、 4'1/3
6998、 2/7
6999、 5'1/4
7000、 35/108
7001、 11/15
7002、 7
7003、 2
7004、 14/15
7005、 2/3
7006、 3'31/42
7007、 1'5/7
7008、 4
7009、 5'3/5
7010、 1/7
7011、 1'17/18
7012、 2'1/5
7013、 17/30
7014、 2'1/2
7015、 1'7/36
7016、 6'1/7
7017、 1'1/3
7018、 5/16
7019、 8/9
7020、 5'1/4
7021、 1'65/72
7022、 6'2/7
7023、 10'2/21
7024、 5/21
7025、 1/4
7026、 2'2/3
7027、 1'1/9
7028、 7
7029、 1/216
7030、 3/4
7031、 4'11/24
7032、 21/64
7033、 6'39/40
7034、 7/18
7035、 1'1/30
7036、 1'1/36
7037、 4'31/210
7038、 143/189
7039、 8/225
7040、 1'1/24
7041、 2'7/12
7042、 1'1/8
7043、 8/9
7044、 3'4/7
7045、 5'2/15
7046、 19/45
7047、 1'7/18
7048、 1'1/2
7049、 1/6
7050、 9'3/4
7051、 14'2/3
7052、 3/7
7053、 4/9
7054、 27/32
7055、 2'5/12
7056、 3'4/5
7057、 25/64
7058、 3'5/8
7059、 5/8
7060、 3'1/3
7061、 5'1/2
7062、 1
7063、 1'11/24
7064、 1/8
7065、 2
7066、 1'13/32
7067、 10
7068、 4'1/4
7069、 2/87
7070、 2'1/18
7071、 4/45
7072、 2'1/12
7073、 7/9
7074、 1'3/4
7075、 1'3/20
7076、 5'2/3
7077、 1'31/42
7078、 71/140
7079、 2'2/45
7080、 30/49
7081、 3'1/2
7082、 10
7083、 7'1/3
7084、 7'17/30
7085、 3/4
7086、 1'1/7
7087、 7'5/6
7088、 2'13/42
7089、 3'1/6
7090、 1'5/6
7091、 32'2/7
7092、 59/63
7093、 17'11/14
7094、 7'4/7
7095、 2'11/30
7096、 52'1/2
7097、 1'8/9
7098、 4'1/2
7099、 2'3/7
7100、 181/270
7101、 7/10
7102、 12
7103、 11/30
7104、 47/60
7105、 3'7/24
7106、 4'2/3
7107、 4/15
7108、 10'39/64
7109、 4/15
7110、 1'5/14
7111、 1'4/5
7112、 2'4/5
7113、 9/304
7114、 40'5/8
7115、 3/28
7116、 3
7117、 5'8/9
7118、 1'15/56
7119、 5'1/3
7120、 46'1/5
7121、 4'3/10
7122、 1'1/9
7123、 20'1/4
7124、 10'7/15
7125、 9'3/5
7126、 1'2/3
7127、 1'5/9
7128、 9'1/7
7129、 1'8/15
7130、 201/280
7131、 6/7
7132、 10'4/5
7133、 1'11/12
7134、 3'43/75
7135、 6'3/7
7136、 7/31
7137、 1'1/3
7138、 3'4/63
7139、 1/8
7140、 1/10
7141、 1/7
7142、 1'41/441
7143、 1'11/56
7144、 26/45
7145、 34/63
7146、 67/72
7147、 9
7148、 1'9/10
7149、 31/54
7150、 1
7151、 4'11/36
7152、 7/32
7153、 1'3/7
7154、 4/105
7155、 2'1/8
7156、 7/15
7157、 8'11/14
7158、 1'7/9
7159、 3/20
7160、 7'1/9
7161、 6'11/12
7162、 4'2/5
7163、 50/63
7164、 2/3
7165、 5/18
7166、 2
7167、 1'59/84
7168、 1'5/19
7169、 3'1/8
7170、 3/4
7171、 13
7172、 2/27
7173、 2'2/9
7174、 8/27
7175、 3/4
7176、 29'4/5
7177、 1'25/28
7178、 3'1/9
7179、 10'1/6
7180、 4/63
7181、 4'3/10
7182、 121/180
7183、 7/9
7184、 2'7/10
7185、 4'16/63
7186、 2'26/45
7187、 1'5/14
7188、 2'1/4
7189、 4'2/15
7190、 4/5
7191、 2'117/140
7192、 2'1/4
7193、 4
7194、 2'1/14
7195、 3/10
7196、 7/9
7197、 37'1/2
7198、 3'1/6
7199、 5'3/14
7200、 1'5/7
7201、 4'57/70
7202、 4'8/9
7203、 4'1/4
7204、 3'15/28
7205、 10'2/7
7206、 1'137/735
7207、 192/245
7208、 2/7
7209、 3/56
7210、 10/21
7211、 19/54
7212、 1'1/4
7213、 41/63
7214、 3'1/3
7215、 9/10
7216、 3'11/14
7217、 6'16/21
7218、 3'1/4
7219、 4'19/24
7220、 13'3/5
7221、 1'17/28
7222、 4'2/7
7223、 5/6
7224、 0
7225、 1/5
7226、 26/35
7227、 5'3/7
7228、 4'29/54
7229、 11'11/20
7230、 7/32
7231、 1'65/84
7232、 3'4/5
7233、 9'11/12
7234、 2'37/40
7235、 11/12
7236、 8/25
7237、 3'77/162
7238、 2'17/110
7239、 3'1/3
7240、 7'1/8
7241、 2/21
7242、 8/49
7243、 27/46
7244、 1/21
7245、 2'5/8
7246、 21/116
7247、 4'13/20
7248、 8'1/12
7249、 22/35
7250、 1'1/6
7251、 2'4/15
7252、 36/49
7253、 1'3/10
7254、 8
7255、 7'27/28
7256、 1'1/2
7257、 6
7258、 1/2
7259、 2/9
7260、 19/45
7261、 1'269/336
7262、 12'3/40
7263、 271/378
7264、 4'11/63
7265、 2'1/72
7266、 13/24
7267、 3'7/30
7268、 3'5/8
7269、 63
7270、 1'15/28
7271、 8'29/56
7272、 5'31/45
7273、 12'73/105
7274、 15/98
7275、 4'7/15
7276、 24
7277、 5/9
7278、 1'5/14
7279、 2'4/81
7280、 2'13/18
7281、 4
7282、 8'1/6
7283、 149
7284、 5/16
7285、 8/189
7286、 14'19/24
7287、 2'22/49
7288、 59/168
7289、 27/28
7290、 9'31/35
7291、 4'2/3
7292、 36/49
7293、 13/54
7294、 2/9
7295、 4'4/9
7296、 14/135
7297、 3/4
7298、 45/56
7299、 2'4/5
7300、 7'7/8
7301、 4'13/28
7302、 4'1/4
7303、 1'5/16
7304、 7'5/9
7305、 3'6/7
7306、 12'3/4
7307、 27/70
7308、 4'4/63
7309、 2'35/93
7310、 20/27
7311、 27'1/15
7312、 9/20
7313、 1'29/30
7314、 3/5
7315、 13/15
7316、 10'1/2
7317、 8/49
7318、 4'1/2
7319、 3'9/40
7320、 1'1/2
7321、 45/64
7322、 1'5/49
7323、 1'1/21
7324、 9/16
7325、 3'1/9
7326、 1/21
7327、 2'19/30
7328、 2'11/12
7329、 10/27
7330、 1'1/4
7331、 1
7332、 1'27/140
7333、 2'2/7
7334、 9/112
7335、 3/8
7336、 3
7337、 2/9
7338、 49/54
7339、 21'7/9
7340、 1'34/45
7341、 1/6
7342、 2'17/40
7343、 6'1/5
7344、 6
7345、 3/35
7346、 3'1/35
7347、 1/6
7348、 5'5/9
7349、 3'11/72
7350、 9/64
7351、 1/10
7352、 7/10
7353、 1'61/135
7354、 2'1/2
7355、 1'3/5
7356、 13/20
7357、 7'5/9
7358、 13/24
7359、 5/14
7360、 18/49
7361、 6'5/8
7362、 1/2
7363、 31/35
7364、 55/504
7365、 1'1/9
7366、 7'3/4
7367、 1/3
7368、 2'17/30
7369、 8'3/4
7370、 1'1/8
7371、 16'2/3
7372、 15'3/4
7373、 5/14
7374、 7'1/2
7375、 6/7
7376、 6/7
7377、 2
7378、 1'1/63
7379、 1'3/35
7380、 1'1/27
7381、 1/21
7382、 13'17/25
7383、 1/36
7384、 1'1/4
7385、 2'1/10
7386、 3'9/20
7387、 8/9
7388、 6'13/30
7389、 5'5/8
7390、 7'7/8
7391、 3/4
7392、 7'13/20
7393、 2'1/3
7394、 1'89/90
7395、 73/168
7396、 8'1/6
7397、 8'1/2
7398、 2'5/8
7399、 6'19/60
7400、 5/8
7401、 15'3/7
7402、 81
7403、 3/8
7404、 5'5/8
7405、 9/14
7406、 1'4/21
7407、 4'89/180
7408、 2
7409、 2'11/32
7410、 1/3
7411、 1'5/56
7412、 1'7/54
7413、 1'5/9
7414、 107/192
7415、 38/45
7416、 3'29/30
7417、 4'65/252
7418、 113/140
7419、 2'1/4
7420、 2'1/28
7421、 1'2/5
7422、 16/81
7423、 3'1/3
7424、 2'1/4
7425、 1'35/36
7426、 16/21
7427、 91/96
7428、 1'4/7
7429、 2'19/48
7430、 17/20
7431、 1'13/18
7432、 43/72
7433、 6/7
7434、 34/45
7435、 8/9
7436、 1
7437、 1'7/10
7438、 2'34/63
7439、 17/18
7440、 5'1/4
7441、 1'7/8
7442、 10/21
7443、 3'4/15
7444、 2'9/10
7445、 20'1/2
7446、 8/21
7447、 1'4/5
7448、 8'1/6
7449、 1'1/4
7450、 29/45
7451、 1'97/120
7452、 12'3/8
7453、 7
7454、 1/48
7455、 1'1/24
7456、 3'1/5
7457、 5/7
7458、 1'1/7
7459、 2/243
7460、 29/32
7461、 11'1/4
7462、 1/20
7463、 3'37/70
7464、 3/14
7465、 2'13/14
7466、 8'1/6
7467、 2'1/5
7468、 6/35
7469、 21/40
7470、 16'1/4
7471、 5/7
7472、 9/28
7473、 1'41/64
7474、 1'19/28
7475、 11/12
7476、 1'2/3
7477、 2'3/7
7478、 8/21
7479、 10'2/5
7480、 1'7/12
7481、 2'1/4
7482、 32/35
7483、 4/7
7484、 9'4/9
7485、 5'4/7
7486、 2'4/7
7487、 2'43/48
7488、 8'1/10
7489、 7/16
7490、 1'67/108
7491、 0
7492、 2/15
7493、 3/5
7494、 41/60
7495、 10'1/2
7496、 25/56
7497、 9/10
7498、 3
7499、 1/8
7500、 7/24
7501、 1'13/15
7502、 8'4/21
7503、 1'11/54
7504、 2'9/28
7505、 23/35
7506、 2/81
7507、 1'29/40
7508、 4'269/288
7509、 3'2/15
7510、 2'4/7
7511、 13/28
7512、 1'1/2
7513、 7/9
7514、 7/48
7515、 9/10
7516、 1'1/5
7517、 4'1/4
7518、 2'1/30
7519、 4/9
7520、 8/135
7521、 1'17/25
7522、 125/126
7523、 2/15
7524、 3'1/8
7525、 2'1/4
7526、 6
7527、 27/40
7528、 1'19/30
7529、 1'2/21
7530、 4'1/8
7531、 14'2/3
7532、 3'3/4
7533、 15/28
7534、 35/384
7535、 9/16
7536、 4/5
7537、 7/9
7538、 3/7
7539、 3'11/45
7540、 2'2/5
7541、 7/24
7542、 2'1/2
7543、 5'1/4
7544、 16/45
7545、 8'5/6
7546、 3'4/7
7547、 11'1/2
7548、 1'7/54
7549、 2'9/14
7550、 2'27/28
7551、 36
7552、 8/15
7553、 4'2/7
7554、 15/32
7555、 16/35
7556、 3'9/125
7557、 1'7/9
7558、 56
7559、 1'2/7
7560、 7/10
7561、 0
7562、 19
7563、 2'14/15
7564、 1/3
7565、 1'2/3
7566、 2'2/3
7567、 35/108
7568、 3'3/4
7569、 1'2/63
7570、 19/28
7571、 3/56
7572、 4'11/70
7573、 2'7/36
7574、 12'4/5
7575、 2'13/28
7576、 1'29/36
7577、 9'15/28
7578、 1'2/7
7579、 1'11/35
7580、 2'39/40
7581、 25/81
7582、 9/16
7583、 3'5/12
7584、 18'3/10
7585、 5'11/30
7586、 17'1/2
7587、 1'157/225
7588、 4'8/45
7589、 2'13/16
7590、 9
7591、 9/20
7592、 3'27/40
7593、 9/10
7594、 1'4/15
7595、 2'3/4
7596、 5/8
7597、 1/15
7598、 7/8
7599、 12'17/84
7600、 5'2/35
7601、 1'1/27
7602、 2'7/24
7603、 26'1/28
7604、 1/6
7605、 6'1/2
7606、 5
7607、 2'5/7
7608、 16/35
7609、 7'53/56
7610、 2'1/2
7611、 1'29/315
7612、 17/27
7613、 6'10/27
7614、 3'3/20
7615、 1'153/280
7616、 1'5/8
7617、 1'9/20
7618、 13
7619、 2'1/6
7620、 4'3/5
7621、 19/24
7622、 7'7/64
7623、 6
7624、 67/98
7625、 2'17/36
7626、 1'2/3
7627、 4
7628、 1'27/28
7629、 1'24/25
7630、 2'17/24
7631、 6'7/15
7632、 4/5
7633、 3'7/20
7634、 2'11/28
7635、 1'19/45
7636、 3'5/27
7637、 7/24
7638、 29/56
7639、 1'1/4
7640、 8/9
7641、 2'1/2
7642、 1'4/5
7643、 13/42
7644、 8'1/3
7645、 35/48
7646、 9'4/7
7647、 1'1/3
7648、 13'5/12
7649、 2'2/7
7650、 7/16
7651、 1'1/35
7652、 2/9
7653、 7
7654、 7'1/5
7655、 31/42
7656、 47/56
7657、 8/21
7658、 1'5/57
7659、 3'5/36
7660、 5'1/2
7661、 2'21/25
7662、 3'3/4
7663、 1'11/18
7664、 1'2/9
7665、 2'15/32
7666、 2'1/2
7667、 1/42
7668、 16/105
7669、 5'2/5
7670、 23/40
7671、 1/9
7672、 1'1/2
7673、 7
7674、 1'11/28
7675、 1'4/5
7676、 3'19/21
7677、 3/8
7678、 2'11/56
7679、 4'1/4
7680、 1'1/9
7681、 4
7682、 7'5/6
7683、 1'9/10
7684、 5'1/6
7685、 6/7
7686、 2'23/24
7687、 6'1/2
7688、 1'7/40
7689、 1/7
7690、 2'23/56
7691、 5'5/8
7692、 4
7693、 1'5/7
7694、 1'1/4
7695、 1/8
7696、 2'2/3
7697、 4'1/8
7698、 9/20
7699、 5'3/25
7700、 1'82/105
7701、 1/9
7702、 40/63
7703、 7/8
7704、 2'3/4
7705、 2'3/14
7706、 2'19/126
7707、 18'9/10
7708、 1'5/9
7709、 42'2/9
7710、 2'13/18
7711、 3'4/7
7712、 1/45
7713、 3'5/8
7714、 98/135
7715、 6'1/2
7716、 5'4/5
7717、 2'43/252
7718、 11'3/4
7719、 1'4/21
7720、 2'1/24
7721、 2/3
7722、 1/6
7723、 1'23/24
7724、 6'6/7
7725、 1'15/28
7726、 7/27
7727、 8
7728、 54/125
7729、 6
7730、 4/5
7731、 11'19/30
7732、 2'1/14
7733、 1'1/35
7734、 4'4/9
7735、 2'3/28
7736、 8'33/70
7737、 3/5
7738、 8'1/4
7739、 1'5/9
7740、 4/5
7741、 41/42
7742、 4'2/3
7743、 3'1/3
7744、 9'9/16
7745、 1/135
7746、 2'27/35
7747、 1'41/210
7748、 8'2/7
7749、 1/49
7750、 9/28
7751、 5'11/21
7752、 1'1/24
7753、 3/4
7754、 5/9
7755、 1/3
7756、 1'5/6
7757、 2'2/3
7758、 10/19
7759、 26'2/3
7760、 1'9/56
7761、 7/10
7762、 1/15
7763、 3'103/108
7764、 7/192
7765、 8
7766、 6'1/8
7767、 1/63
7768、 12/35
7769、 4'4/5
7770、 2'71/72
7771、 3'4/15
7772、 2'16/27
7773、 1'5/7
7774、 1'5/9
7775、 5/9
7776、 3'3/14
7777、 5
7778、 6'1/8
7779、 1'11/12
7780、 4'7/9
7781、 4/7
7782、 1'1/6
7783、 1'37/60
7784、 9'6/7
7785、 2'8/15
7786、 3/5
7787、 1'1/6
7788、 3/5
7789、 43/1008
7790、 9'1/2
7791、 1'109/147
7792、 23/30
7793、 1'3/4
7794、 7/12
7795、 5/81
7796、 2'37/72
7797、 13'1/8
7798、 4'2/9
7799、 1
7800、 8'1/2
7801、 8/9
7802、 16/35
7803、 6'5/8
7804、 15/112
7805、 1'11/21
7806、 17/36
7807、 194
7808、 1/9
7809、 32/35
7810、 9'1/2
7811、 8'27/28
7812、 61/72
7813、 18/35
7814、 7
7815、 8/21
7816、 5'3/4
7817、 9/35
7818、 6'1/8
7819、 5'13/15
7820、 5/24
7821、 35/54
7822、 1'3/5
7823、 1/2
7824、 3'29/72
7825、 2'1/12
7826、 6'2/3
7827、 4/7
7828、 6
7829、 3'1/16
7830、 10'3/4
7831、 3'1/3
7832、 2'5/12
7833、 9/70
7834、 5/48
7835、 1
7836、 2'2/3
7837、 0
7838、 11'1/5
7839、 10'1/8
7840、 1
7841、 7/54
7842、 3'3/35
7843、 1'11/24
7844、 1'19/35
7845、 1'1/7
7846、 1/28
7847、 1'3/4
7848、 7/12
7849、 4'3/5
7850、 3/28
7851、 1'20/21
7852、 2'34/49
7853、 27'1/3
7854、 107/222
7855、 2'31/81
7856、 12'3/5
7857、 12'4/5
7858、 4/5
7859、 1'11/12
7860、 3'2/3
7861、 9/98
7862、 8/35
7863、 8'3/4
7864、 21/50
7865、 8'4/5
7866、 2'9/20
7867、 1/112
7868、 1'35/108
7869、 1'4/21
7870、 6'1/9
7871、 1'1/8
7872、 2'1/2
7873、 7'3/4
7874、 6'2/9
7875、 2'8/45
